Quote,Author,Tag
"“Of all forms of caution, caution in love is perhaps the most fatal to true happiness.”","Bertrand Russell,",happiness
“Sanity and happiness are an impossible combination.”,Mark Twain,happiness
"“I felt my lungs inflate with the onrush of scenery—air, mountains, trees, people. I thought, ""This is what it is to be happy.”","Sylvia Plath,",happiness
"“Happiness is the consequence of personal effort. You fight for it, strive for it, insist upon it, and sometimes even travel around the world looking for it. You have to participate relentlessly in the manifestations of your own blessings. And once you have achieved a state of happiness, you must never become lax about maintaining it. You must make a mighty effort to keep swimming upward into that happiness forever, to stay afloat on top of it.”","Elizabeth Gilbert,",happiness
"“Success is getting what you want, happiness is wanting what you get”",W. P. Kinsella,happiness
“I've got nothing to do today but smile.”,Simon and Garfunkel,happiness
“Happiness [is] only real when shared”,"Jon Krakauer,",happiness
"“Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.”",Steve Maraboli,happiness
"“If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present.”","Roy T. Bennett,",happiness
“The worst part of success is trying to find someone who is happy for you.”,Bette Midler,happiness
“It's been my experience that you can nearly always enjoy things if you make up your mind firmly that you will.”,"Lucy Maud Montgomery,",happiness
"“Learn to value yourself, which means: fight for your happiness.”",Ayn Rand,happiness
"“Take responsibility of your own happiness, never put it in other people’s hands.”","Roy T. Bennett,",happiness
“Happiness is holding someone in your arms and knowing you hold the whole world.”,"Orhan Pamuk,",happiness
"“It's like Tolstoy said. Happiness is an allegory, unhappiness a story.”","Haruki Murakami,",happiness
“Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.”,Steve Maraboli,happiness
"“please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.”","Stephen Chbosky,",happiness
"“When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.”","J.M. Barrie,",happiness
"“I am not proud, but I am happy; and happiness blinds, I think, more than pride.”","Alexandre Dumas,",happiness
“I'm happy. Which often looks like crazy.”,"David Henry Hwang,",happiness
"“Be grateful for what you already have while you pursue your goals. If you aren’t grateful for what you already have, what makes you think you would be happy with more.”","Roy T. Bennett,",happiness
“All happiness depends on courage and work.”,Honoré de Balzac,happiness
“The best way to cheer yourself is to try to cheer someone else up.”,Mark Twain,happiness
“I must learn to be content with being happier than I deserve.”,"Jane Austen,",happiness
“The happiness of your life depends upon the quality of your thoughts.”,"Marcus Aurelius,",happiness
“Man only likes to count his troubles; he doesn't calculate his happiness.”,"Fyodor Dostoevsky,",happiness
"“Let no one ever come to you without leaving better and happier. Be the living expression of God's kindness: kindness in your face, kindness in your eyes, kindness in your smile.”",Mother Teresa,happiness
"“I think and think and think, I‘ve thought myself out of happiness one million times, but never once into it.”",Jonathan Safran Foer,happiness
"“Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.”",Roy T. Bennett,happiness
"“The grand essentials to happiness in this life are something to do, something to love, and something to hope for.”","George Washington Burnap,",happiness
“The advantage of a bad memory is that one enjoys several times the same good things for the first time.”,Friedrich Nietzsche,happiness
"“So we shall let the reader answer this question for himself: who is the happier man, he who has braved the storm of life and lived or he who has stayed securely on shore and merely existed?”",Hunter S. Thompson,happiness
"“Happiness is not the absence of problems, it's the ability to deal with them.”","Steve Maraboli,",happiness
"“And hand in hand, on the edge of the sand, They danced by the light of the moon.”","Edward Lear,",happiness
“Happiness quite unshared can scarcely be called happiness; it has no taste.”,Charlotte Bronte,happiness
"“It was only a sunny smile, and little it cost in the giving, but like morning light it scattered the night and made the day worth living.”",F. Scott Fitzgerald,happiness
"“Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life.”","Roy T. Bennett,",happiness
“I'd far rather be happy than right any day.”,"Douglas Adams,",happiness
“One of the keys to happiness is a bad memory.”,Rita Mae Brown,happiness
“Happiness depends upon ourselves.”,Aristotle,happiness
"“I know that's what people say-- you'll get over it. I'd say it, too. But I know it's not true. Oh, youll be happy again, never fear. But you won't forget. Every time you fall in love it will be because something in the man reminds you of him.”","Betty  Smith,",happiness
"“I felt once more how simple and frugal a thing is happiness: a glass of wine, a roast chestnut, a wretched little brazier, the sound of the sea. Nothing else.”","Nikos Kazantzakis,",happiness
"“Sometimes life knocks you on your ass... get up, get up, get up!!! Happiness is not the absence of problems, it's the ability to deal with them.”","Steve Maraboli,",happiness
"“Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don’t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved.”","Roy T. Bennett,",happiness
“Now and then it's good to pause in our pursuit of happiness and just be happy.”,Guillaume Apollinaire,happiness
“Top 15 Things Money Can’t BuyTime. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.”,"Roy T. Bennett,",happiness
"“People like to say love is unconditional, but it's not, and even if it was unconditional, it's still never free. There's always an expectation attached. They always want something in return. Like they want you to be happy or whatever and that makes you automatically responsible for their happiness because they won't be happy unless you are ... I just don't want that responsibility.”","Katja Millay,",happiness
"“Actual happiness always looks pretty squalid in comparison with the overcompensations for misery. And, of course, stability isn't nearly so spectacular as instability. And being contented has none of the glamour of a good fight against misfortune, none of the picturesqueness of a struggle with temptation, or a fatal overthrow by passion or doubt. Happiness is never grand.”","Aldous Huxley,",happiness
“Happiness makes up in height for what it lacks in length.”,Robert Frost,happiness
"“Don't aim at success. The more you aim at it and make it a target, the more you are going to miss it. For success, like happiness, cannot be pursued; it must ensue, and it only does so as the unintended side effect of one's personal dedication to a cause greater than oneself or as the by-product of one's surrender to a person other than oneself. Happiness must happen, and the same holds for success: you have to let it happen by not caring about it. I want you to listen to what your conscience commands you to do and go on to carry it out to the best of your knowledge. Then you will live to see that in the long-run—in the long-run, I say!—success will follow you precisely because you had forgotten to think about it”","Viktor E. Frankl,",happiness
"“I do not miss childhood, but I miss the way I took pleasure in small things, even as greater things crumbled. I could not control the world I was in, could not walk away from things or people or moments that hurt, but I took joy in the things that made me happy.”","Neil Gaiman,",happiness
"“Stop comparing yourself to other people, just choose to be happy and live your own life.”","Roy T. Bennett,",happiness
"“Generally speaking, the most miserable people I know are those who are obsessed with themselves; the happiest people I know are those who lose themselves in the service of others...By and large, I have come to see that if we complain about life, it is because we are thinking only of ourselves.”",Gordon B. Hinckley,happiness
“Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.”,Roy T. Bennett,happiness
“With mirth and laughter let old wrinkles come.”,"William Shakespeare,",happiness
"“True happiness is to enjoy the present, without anxious dependence upon the future, not to amuse ourselves with either hopes or fears but to rest satisfied with what we have, which is sufficient, for he that is so wants nothing. The greatest blessings of mankind are within us and within our reach. A wise man is content with his lot, whatever it may be, without wishing for what he has not.”",Seneca,happiness
"“I am the happiest creature in the world. Perhaps other people have said so before, but not one with such justice. I am happier even than Jane; she only smiles, I laugh.”","Jane Austen,",happiness
"“There is some kind of a sweet innocence in being human- in not having to be just happy or just sad- in the nature of being able to be both broken and whole, at the same time.”",C. JoyBell C.,happiness
"“Part of the problem with the word 'disabilities' is that it immediately suggests an inability to see or hear or walk or do other things that many of us take for granted. But what of people who can't feel? Or talk about their feelings? Or manage their feelings in constructive ways? What of people who aren't able to form close and strong relationships? And people who cannot find fulfillment in their lives, or those who have lost hope, who live in disappointment and bitterness and find in life no joy, no love? These, it seems to me, are the real disabilities.”","Fred Rogers,",happiness
"“What, if some day or night a demon were to steal after you into your loneliest loneliness and say to you: 'This life as you now live it and have lived it, you will have to live once more and innumerable times more' ... Would you not throw yourself down and gnash your teeth and curse the demon who spoke thus? Or have you once experienced a tremendous moment when you would have answered him: 'You are a god and never have I heard anything more divine.”","Friedrich Nietzsche,",happiness
"“A quiet secluded life in the country, with the possibility of being useful to people to whom it is easy to do good, and who are not accustomed to have it done to them; then work which one hopes may be of some use; then rest, nature, books, music, love for one's neighbor — such is my idea of happiness.”","Leo Tolstoy,",happiness
