Quote,Author,Tag
"“I care,"" he said in a trembling voice. ""I care so much that I do not know how to tell you without it seeming inconsequential compared to how I feel. Even if I am distant at times and seem as if I do not want to be with you, it is only because this scares me, too.”","Aimee Carter,",relationships
“Don't leave a piece of jewelry at his house so you can go back and get it later; he may be with his real girlfriend.”,"Amy Sedaris,",relationships
"“Books are a poor substitute for female companionship, but they are easier to find.”","Patrick Rothfuss,",relationships
"“It is an absolute human certainty that no one can know his own beauty or perceive a sense of his own worth until it has been reflected back to him in the mirror of another loving, caring human being.”","John Joseph Powell,",relationships
"“Because I can't help doing it,"" he said with a shrug. ""And hey, if I keep loving you, maybe you'll eventually crack and love me too. Hell, I'm pretty sure you're already half in love with me.""""I am not! And everything you just said is ridiculous. That's terrible logic.""Adrian returned to his crossword puzzle. ""Well, you can think what you want, so long as you remember-no matter how ordinary things seem between us-I'm still here, still in love with you, and care about you more than any other guy, evil or otherwise, ever will.""""I don't think you're evil.""""See? Things are already looking promising.”","Richelle Mead,",relationships
"“All I'm telling you to do is to be smart about it. Know that if this man isn't looking for a serious relationship, you're not going to change his mind just because you two are going on dates and being intimate. You could be the most perfect woman on the Lord's green earth-you're capable of interesting conversation, you cook a mean breakfast, you hand out backrubs like sandwiches, you're independent (which means, to him, that you're not going to be in his pockets)-but if he's not ready for a serious relationship, he going to treat you like sports fish.”","Steve Harvey,",relationships
"“He could totally be your boyfriend,"" [Angel] went on with annoying persistance. ""You guys could get married. I could be like a junior bridesmaid. Total could be your flower dog.""""I'm only a kid!"" I shrieked. ""I can't get married!""""You could in New Hampshire.""My mouth dropped open. How does she know this stuff? ""Forget it! No one's getting married!"" I hissed. ""Not in New Hampshire or anywhere else! Not in a box, not with a fox! Now go to sleep, before I kill you!”","James Patterson,",relationships
"“We kiss all the time."" I clear my throat, then add, ""We just...do it in private."" ""A smug expression crosses his face. ""I don't buy it for a second, 'cause if you were my girlfriend and a stud like me was livin' in your house, I'd kiss you in front of the guy every chance I got as a reminder."" ""A reminder of w-w-what?"" ""That you were mine.”","Simone Elkeles,",relationships
“You’re just another story I can’t tell anymore.”,"pleasefindthis,",relationships
“Moving on is easy. It's staying moved on that's trickier.”,Katerina Stoykova Klemer,relationships
“How would your life be different if…You walked away from gossip and verbal defamation? Let today be the day…You speak only the good you know of other people and encourage others to do the same.”,"Steve Maraboli,",relationships
"“Seldom, very seldom, does complete truth belong to any human disclosure; seldom can it happen that something is not a little disguised or a little mistaken.”","Jane Austen,",relationships
"“I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves.”","Steve Maraboli,",relationships
"“A fit, healthy body—that is the best fashion statement”",Jess C Scott,relationships
"“We have to recognise that there cannot be relationships unless there is commitment, unless there is loyalty, unless there is love, patience, persistence.”","Cornel West,",relationships
“Sometimes it takes a heartbreak to shake us awake & help us see we are worth so much more than we're settling for.”,"Mandy Hale,",relationships
"“Every woman that finally figured out her worth, has picked up her suitcases of pride and boarded a flight to freedom, which landed in the valley of change.”",Shannon L. Alder,relationships
"“We die containing a richness of lovers and tribes, tastes we have swallowed, bodies we have plunged into and swum up as if rivers of wisdom, characters we have climbed into as if trees, fears we have hidden in as if caves. I wish for all this to be marked on by body when I am dead. I believe in such cartography - to be marked by nature, not just to label ourselves on a map like the names of rich men and women on buildings. We are communal histories, communal books. We are not owned or monogamous in our taste or experience.”","Michael Ondaatje,",relationships
"“You can measure the happiness of a marriage by the number of scars that each partner carries on their tongues, earned from years of biting back angry words.”","Elizabeth Gilbert,",relationships
"“only someone who is ready for everything, who doesn't exclude any experience, even the most incomprehensible, will live the relationship with another person as something alive and will himself sound the depths of his own being.”","Rainer Maria Rilke,",relationships
"“I felt like an animal, and animals don’t know sin, do they?”","Jess C. Scott,",relationships
“This is what happened in love. One of you cried a lot and then both of you grew sarcastic.”,"Lorrie Moore,",relationships
“When we face pain in relationships our first response is often to sever bonds rather than to maintain commitment.”,"bell hooks,",relationships
"“It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.”","Fulton J. Sheen,",relationships
"“Mocking a woman is like drinking too much wine. It may be fun for a short time, but the hangover is hell.”","Brandon Sanderson,",relationships
“It's probably a bad indicator of your lifestyle when you miss your ex-boyfriend because he's absolutely lethal.”,"Charlaine Harris,",relationships
