Quote,Author,Tag
"“Those who find ugly meanings in beautiful things are corrupt without being charming. This is a fault. Those who find beautiful meanings in beautiful things are the cultivated. For these there is hope. They are the elect to whom beautiful things mean only Beauty. There is no such thing as a moral or an immoral book. Books are well written, or badly written. That is all.”","Oscar Wilde,",writing
“You must stay drunk on writing so reality cannot destroy you.”,"Ray Bradbury,",writing
“The difference between the almost right word and the right word is really a large matter. ’tis the difference between the lightning bug and the lightning.”,"Mark Twain,",writing
“The road to hell is paved with adverbs.”,"Stephen King,",writing
“Fiction is the truth inside the lie.”,Stephen King,writing
"“The most important things are the hardest to say. They are the things you get ashamed of, because words diminish them -- words shrink things that seemed limitless when they were in your head to no more than living size when they're brought out. But it's more than that, isn't it? The most important things lie too close to wherever your secret heart is buried, like landmarks to a treasure your enemies would love to steal away. And you may make revelations that cost you dearly only to have people look at you in a funny way, not understanding what you've said at all, or why you thought it was so important that you almost cried while you were saying it. That's the worst, I think. When the secret stays locked within not for want of a teller but for want of an understanding ear.”",Stephen King,writing
“Don't tell me the moon is shining; show me the glint of light on broken glass.”,Anton Chekhov,writing
“Words can be like X-rays if you use them properly -- they’ll go through anything. You read and you’re pierced.”,"Aldous Huxley,",writing
“Writing is a socially acceptable form of schizophrenia.”,E.L. Doctorow,writing
“The scariest moment is always just before you start.”,"Stephen King,",writing
"“Start writing, no matter what. The water does not flow until the faucet is turned on.”",Louis L'Amour,writing
“There is no real ending. It’s just the place where you stop the story.”,Frank Herbert,writing
"“After nourishment, shelter and companionship, stories are the thing we need most in the world.”",Philip Pullman,writing
“History will be kind to me for I intend to write it.”,Winston S. Churchill,writing
“How vain it is to sit down to write when you have not stood up to live.”,Henry David Thoreau,writing
"“Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.”",Neil Gaiman,writing
“We have to continually be jumping off cliffs and developing our wings on the way down.”,"Kurt Vonnegut,",writing
“The first draft of anything is shit.”,Ernest Hemingway,writing
"“If you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. I'm not kidding. The arts are not a way to make a living. They are a very human way of making life more bearable. Practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. Sing in the shower. Dance to the radio. Tell stories. Write a poem to a friend, even a lousy poem. Do it as well as you possible can. You will get an enormous reward. You will have created something.”","Kurt Vonnegut,",writing
“All you have to do is write one true sentence. Write the truest sentence that you know.”,Ernest Hemingway,writing
"“If you want to be a writer, you must do two things above all others: read a lot and write a lot.”",Stephen King,writing
"“I can shake off everything as I write; my sorrows disappear, my courage is reborn.”",Anne Frank,writing
"“There are three rules for writing a novel. Unfortunately, no one knows what they are.”",W. Somerset Maugham,writing
"“you can, you should, and if you’re brave enough to start, you will.”","Stephen King,",writing
“A writer is someone for whom writing is more difficult than it is for other people.”,"Thomas Mann,",writing
“There are books of which the backs and covers are by far the best parts.”,"Charles Dickens,",writing
"“Don't bend; don't water it down; don't try to make it logical; don't edit your own soul according to the fashion. Rather, follow your most intense obsessions mercilessly.”",Franz Kafka,writing
"“let me live, love, and say it well in good sentences”","Sylvia Plath,",writing
“Here is a lesson in creative writing. First rule: Do not use semicolons. They are transvestite hermaphrodites representing absolutely nothing. All they do is show you've been to college.”,"Kurt Vonnegut,",writing
“Fill your paper with the breathings of your heart.”,William Wordsworth,writing
“There is something delicious about writing the first words of a story. You never quite know where they'll take you.”,Beatrix Potter,writing
"“Tomorrow may be hell, but today was a good writing day, and on the good writing days nothing else matters.”",Neil Gaiman,writing
“A word after a word after a word is power.”,Margaret Atwood,writing
“You can make anything by writing.”,C.S. Lewis,writing
“Tears are words that need to be written.”,Paulo Coelho,writing
"“You must write every single day of your life... You must lurk in libraries and climb the stacks like ladders to sniff books like perfumes and wear books like hats upon your crazy heads... may you be in love every day for the next 20,000 days. And out of that love, remake a world.”",Ray Bradbury,writing
“Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.”,Neil Gaiman,writing
"“Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.”",Virginia Woolf,writing
“I write to give myself strength. I write to be the characters that I am not. I write to explore all the things I'm afraid of. ”,Joss Whedon,writing
"“You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.”",Annie Proulx,writing
"“This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.”",Neil Gaiman,writing
“A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.”,Caroline Gordon,writing
"“Imagination is like a muscle. I found out that the more I wrote, the bigger it got.”",Philip José Farmer,writing
"“Women want love to be a novel. Men, a short story.”",Daphne du Maurier,writing
“You can't wait for inspiration. You have to go after it with a club.”,Jack London,writing
"“Always be a poet, even in prose.”",Charles Baudelaire,writing
“A short story is a different thing altogether – a short story is like a quick kiss in the dark from a stranger.”,"Stephen King,",writing
"“The role of a writer is not to say what we can all say, but what we are unable to say.”",Anais Nin,writing
"“If my doctor told me I had only six minutes to live, I wouldn't brood. I'd type a little faster.”",Isaac Asimov,writing
“That's what fiction is for. It's for getting at the truth when the truth isn't sufficient for the truth.”,Tim O'Brien,writing
“Ordinary life is pretty complex stuff.”,Harvey Pekar,writing
"“I write differently from what I speak, I speak differently from what I think, I think differently from the way I ought to think, and so it all proceeds into deepest darkness.”",Franz Kafka,writing
“Write what you know. That should leave you with a lot of free time.”,Howard Nemerov,writing
"“Write the kind of story you would like to read. People will give you all sorts of advice about writing, but if you are not writing something you like, no one else will like it either.”",Meg Cabot,writing
“The true alchemists do not change lead into gold; they change the world into words.”,"William H. Gass,",writing
“Everywhere I go I'm asked if I think the university stifles writers. My opinion is that they don't stifle enough of them. There's many a best-seller that could have been prevented by a good teacher.”,Flannery O'Connor,writing
"“If you want to write, if you want to create, you must be the most sublime fool that God ever turned out and sent rambling. You must write every single day of your life. You must read dreadful dumb books and glorious books, and let them wrestle in beautiful fights inside your head, vulgar one moment, brilliant the next. You must lurk in libraries and climb the stacks like ladders to sniff books like perfumes and wear books like hats upon your crazy heads. I wish you a wrestling match with your Creative Muse that will last a lifetime. I wish craziness and foolishness and madness upon you. May you live with hysteria, and out of it make fine stories — science fiction or otherwise. Which finally means, may you be in love every day for the next 20,000 days. And out of that love, remake a world.”",Ray Bradbury,writing
"“A short story is a love affair, a novel is a marriage. A short story is a photograph; a novel is a film.”",Lorrie Moore,writing
"“If you do not breathe through writing, if you do not cry out in writing, or sing in writing, then don't write, because our culture has no use for it.”",Anais Nin,writing
“Cut out all these exclamation points. An exclamation point is like laughing at your own joke.”,F. Scott Fitzgerald,writing
“The purpose of a writer is to keep civilization from destroying itself.”,Albert Camus,writing
“So what? All writers are lunatics!”,"Cornelia Funke,",writing
"“I was a late bloomer. But anyone who blooms at all, ever, is very lucky. ”",Sharon Olds,writing
"“People love a happy ending. So every episode, I will explain once again that I don't like people. And then Mal will shoot someone. Someone we like. And their puppy.”",Joss Whedon,writing
“A little talent is a good thing to have if you want to be a writer. But the only real requirement is the ability to remember every scar.”,Stephen King,writing
"“A book is made from a tree. It is an assemblage of flat, flexible parts (still called ""leaves"") imprinted with dark pigmented squiggles. One glance at it and you hear the voice of another person, perhaps someone dead for thousands of years. Across the millennia, the author is speaking, clearly and silently, inside your head, directly to you. Writing is perhaps the greatest of human inventions, binding together people, citizens of distant epochs, who never knew one another. Books break the shackles of time ― proof that humans can work magic.”",Carl Sagan,writing
"“Make up a story... For our sake and yours forget your name in the street; tell us what the world has been to you in the dark places and in the light. Don't tell us what to believe, what to fear. Show us belief's wide skirt and the stitch that unravels fear's caul.”","Toni Morrison,",writing
"“Description begins in the writer’s imagination, but should finish in the reader’s.”","Stephen King,",writing
"“I haven't any right to criticize books, and I don't do it except when I hate them. I often want to criticize Jane Austen, but her books madden me so that I can't conceal my frenzy from the reader; and therefore I have to stop every time I begin. Every time I read Pride and Prejudice I want to dig her up and beat her over the skull with her own shin-bone.”",Mark Twain,writing
"“Ideas are like rabbits. You get a couple and learn how to handle them, and pretty soon you have a dozen.”",John Steinbeck,writing
"“Words do not express thoughts very well. They always become a little different immediately after they are expressed, a little distorted, a little foolish.”",Hermann Hesse,writing
“Write what should not be forgotten.”,Isabel Allende,writing
"“What an astonishing thing a book is. It's a flat object made from a tree with flexible parts on which are imprinted lots of funny dark squiggles. But one glance at it and you're inside the mind of another person, maybe somebody dead for thousands of years. Across the millennia, an author is speaking clearly and silently inside your head, directly to you. Writing is perhaps the greatest of human inventions, binding together people who never knew each other, citizens of distant epochs. Books break the shackles of time. A book is proof that humans are capable of working magic.""[Cosmos, Part 11: The Persistence of Memory (1980)]”","Carl Sagan,",writing
