Quote,Author,Tag
"“I mean, at the end of the day, what the hell does it matter who I end up with if it can't be you?”","Tabitha Suzuma,",hope
“Oft hope is born when all is forlorn.”,"J.R.R. Tolkien,",hope
"“Inventory:""Four be the things I am wiser to know:Idleness, sorrow, a friend, and a foe.Four be the things I'd been better without:Love, curiosity, freckles, and doubt.Three be the things I shall never attain:Envy, content, and sufficient champagne.Three be the things I shall have till I die:Laughter and hope and a sock in the eye.”","Dorothy Parker,",hope
"“Yes, I decided, a man can truly change. The events of the past year have taught me much about myself, and a few universal truths. I learned, for instance, that while wounds can be inflicted easily upon those we love, it's often much more difficult to heal them. Yet the process of healing those wounds provided the richest experience of my life, leading me to believe that while I've often overestimated what I could accomplish in a day, I had underestimated what I could do in a year. But most of all, I learned that it's possible for two people to fall in love all over again, even when there's been a lifetime of disappointment between them.”","Nicholas Sparks,",hope
“To love means loving the unlovable. To forgive means pardoning the unpardonable. Faith means believing the unbelievable. Hope means hoping when everything seems hopeless.”,G.K. Chesterton,hope
"“In a world filled with hate, we must still dare to hope. In a world filled with anger, we must still dare to comfort. In a world filled with despair, we must still dare to dream. And in a world filled with distrust, we must still dare to believe.”",Michael  Jackson,hope
“It's the children the world almost breaks who grow up to save it.”,Frank Warren,hope
"“To hear the phrase ""our only hope"" always makes one anxious, because it means that if the only hope doesn't work, there is nothing left.”","Lemony Snicket,",hope
“The very existence of libraries affords the best evidence that we may yet have hope for the future of man”,T.S. Eliot,hope
"“Walk on with hope in your heart, and you'll never walk alone”",Shah Rukh Khan,hope
"“It is not despair, for despair is only for those who see the end beyond all doubt. We do not.”","J.R.R. Tolkien,",hope
"“You do not need to know precisely what is happening, or exactly where it is all going. What you need is to recognize the possibilities and challenges offered by the present moment, and to embrace them with courage, faith and hope.”",Thomas Merton,hope
“How far would you go to keep the hope of love alive?”,"Nicholas Sparks,",hope
"“Hope.It's like a drop of honey, a field of tulips blooming in the springtime. It's a fresh rain, a whispered promise, a cloudless sky, the perfect punctuation mark at the end of a sentence. And it's the only thing in the world keeping me afloat.”","Tahereh Mafi,",hope
"“Though nothing can bring back the hourOf splendor in the grass, of glory in the flower;We will grieve not, rather findStrength in what remains behind;In the primal sympathyWhich having been must ever be...”",William Wordsworth,hope
"“Deep grief sometimes is almost like a specific location, a coordinate on a map of time. When you are standing in that forest of sorrow, you cannot imagine that you could ever find your way to a better place. But if someone can assure you that they themselves have stood in that same place, and now have moved on, sometimes this will bring hope”","Elizabeth Gilbert,",hope
"“Yesterday is but a dream,Tomorrow is only a vision. But today well lived makes every yesterday a dream of happiness, and every tomorrow a vision of hope.”","Kālidāsa,",hope
"“A Dream Within A DreamTake this kiss upon the brow!And, in parting from you now,Thus much let me avow-You are not wrong, who deemThat my days have been a dream;Yet if hope has flown awayIn a night, or in a day,In a vision, or in none,Is it therefore the less gone?All that we see or seemIs but a dream within a dream.I stand amid the roarOf a surf-tormented shore,And I hold within my handGrains of the golden sand-How few! yet how they creepThrough my fingers to the deep,While I weep- while I weep!O God! can I not graspThem with a tighter clasp?O God! can I not saveOne from the pitiless wave?Is all that we see or seemBut a dream within a dream?”","Edgar Allen Poe,",hope
