Quote,Author,Tag
"“It is hard to fail, but it is worse never to have tried to succeed.”",Theodore Roosevelt,success
“A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.”,Friedrich Nietzsche,success
"“A man is a success if he gets up in the morning and gets to bed at night, and in between he does what he wants to do.”",Bob Dylan,success
"“There is nothing more rare, nor more beautiful, than a woman being unapologetically herself; comfortable in her perfect imperfection. To me, that is the true essence of beauty.”","Steve Maraboli,",success
“Success is most often achieved by those who don't know that failure is inevitable.”,"Coco Chanel,",success
“Only those who dare to fail greatly can ever achieve greatly.”,Robert F. Kennedy,success
"“If you try and lose then it isn't your fault. But if you don't try and we lose, then it's all your fault.”","Orson Scott Card,",success
"“Kites rise highest against the wind, not with it.”",Winston S. Churchill,success
"“At the end of the day, let there be no excuses, no explanations, no regrets.”","Steve Maraboli,",success
"“Keep your best wishes, close to your heart and watch what happens”","Tony DeLiso,",success
"“I don't care if you're black, white, straight, bisexual, gay, lesbian, short, tall, fat, skinny, rich or poor. If you're nice to me, I'll be nice to you. Simple as that.”",Robert Michaels MD - 2007 - Graduation Speaker,success
"“Never stop dreaming, never stop believing, never give up, never stop trying, and never stop learning.”","Roy T. Bennett,",success
"“Make a pact with yourself today to not be defined by your past. Sometimes the greatest thing to come out of all your hard work isn't what you get for it, but what you become for it. Shake things up today! Be You...Be Free...Share.”","Steve Maraboli,",success
"“Whatever the mind can conceive and believe, it can achieve.”","Napoleon Hill,",success
“The biggest challenge after success is shutting up about it.”,Criss Jami,success
"“When you show yourself to the world and display your talents, you naturally stir all kinds of resentment, envy, and other manifestations of insecurity... you cannot spend your life worrying about the petty feelings of others”","Robert Greene,",success
"“Over the years, I have come to realize that the greatest trap in our life is not success, popularity, or power, but self-rejection. Success, popularity, and power can indeed present a great temptation, but their seductive quality often comes from the way they are part of the much larger temptation to self-rejection. When we have come to believe in the voices that call us worthless and unlovable, then success, popularity, and power are easily perceived as attractive solutions. The real trap, however, is self-rejection. As soon as someone accuses me or criticizes me, as soon as I am rejected, left alone, or abandoned, I find myself thinking, ""Well, that proves once again that I am a nobody."" ... [My dark side says,] I am no good... I deserve to be pushed aside, forgotten, rejected, and abandoned. Self-rejection is the greatest enemy of the spiritual life because it contradicts the sacred voice that calls us the ""Beloved."" Being the Beloved constitutes the core truth of our existence.”",Henri J.M. Nouwen,success
“Do not let arrogance go to your head and despair to your heart; do not let compliments go to your head and criticisms to your heart; do not let success go to your head and failure to your heart.”,"Roy T. Bennett,",success
"“If you hang out with chickens, you're going to cluck and if you hang out with eagles, you're going to fly.”","Steve Maraboli,",success
"“The biggest wall you have to climb is the one you build in your mind: Never let your mind talk you out of your dreams, trick you into giving up. Never let your mind become the greatest obstacle to success. To get your mind on the right track, the rest will follow.”","Roy T. Bennett,",success
“Supreme excellence consists of breaking the enemy's resistance without fighting.”,"Sun Tzu,",success
"“Renew, release, let go. Yesterday’s gone. There’s nothing you can do to bring it back. You can’t “should’ve” done something. You can only DO something. Renew yourself. Release that attachment. Today is a new day!”","Steve Maraboli,",success
“We are all failures- at least the best of us are.”,J.M. Barrie,success
“Judge your success by what you had to give up in order to get it.”,Dalai Lama XIV,success
"“Forget yesterday - it has already forgotten you. Don't sweat tomorrow - you haven't even met. Instead, open your eyes and your heart to a truly precious gift - today.”","Steve Maraboli,",success
"“The difference between a successful person and others is not a lack of strength, not a lack of knowledge, but rather a lack in will.”",Vince Lombardi,success
"“I've come to believe that each of us has a personal calling that's as unique as a fingerprint - and that the best way to succeed is to discover what you love and then find a way to offer it to others in the form of service, working hard, and also allowing the energy of the universe to lead you. ”",Oprah Winfrey,success
"“In order to succeed, your desire for success should be greater than your fear of failure. ”",Bill Cosby,success
“Always bear in mind that your own resolution to succeed is more important than any one thing.”,Abraham Lincoln,success
“A kind gesture can reach a wound that only compassion can heal.”,"Steve Maraboli,",success
"“I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves.”","Steve Maraboli,",success
“Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.”,"Francis Chan,",success
"“The three great essentials to achieve anything worthwhile are, first, hard work; second, stick-to-itiveness; third, common sense.”",Thomas A. Edison,success
“Never was anything great achieved without danger.”,Niccolo Machiavelli,success
"“Rich people have small TVs and big libraries, and poor people have small libraries and big TVs.”",Zig Ziglar,success
“You’re not obligated to win. You’re obligated to keep trying. To the best you can do everyday.”,Jason Mraz,success
“Success does not consist in never making mistakes but in never making the same one a second time.”,George Bernard Shaw,success
"“One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.”",Steve Maraboli,success
“Don't confuse poor decision-making with destiny. Own your mistakes. It’s ok; we all make them. Learn from them so they can empower you!”,"Steve Maraboli,",success
"“People tend to be generous when sharing their nonsense, fear, and ignorance. And while they seem quite eager to feed you their negativity, please remember that sometimes the diet we need to be on is a spiritual and emotional one. Be cautious with what you feed your mind and soul. Fuel yourself with positivity and let that fuel propel you into positive action.”","Steve Maraboli,",success
“The only time you fail is when you fall down and stay down.”,"Stephen Richards,",success
"“Walk with the dreamers, the believers, the courageous, the cheerful, the planners, the doers, the successful people with their heads in the clouds and their feet on the ground. Let their spirit ignite a fire within you to leave this world better than when you found it...”",Wilferd Peterson,success
"“Let today be the day you stop being haunted by the ghost of yesterday. Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.”","Steve Maraboli,",success
"“If you have a dream, don’t just sit there. Gather courage to believe that you can succeed and leave no stone unturned to make it a reality.”",Dr Roopleen,success
"“To each there comes in their lifetime a special moment when they are figuratively tapped on the shoulder and offered the chance to do a very special thing, unique to them and fitted to their talents. What a tragedy if that moment finds them unprepared or unqualified for that which could have been their finest hour.”",Sir Winston Churchill,success
"“May Light always surround you;Hope kindle and rebound you.May your Hurts turn to Healing;Your Heart embrace Feeling.May Wounds become Wisdom;Every Kindness a Prism.May Laughter infect you;Your Passion resurrect you.May Goodness inspire your Deepest Desires.Through all that you Reach For, May your arms Never Tire.”",D. Simone,success
"“Success is a state of mind. If you want success, start thinking of yourself as a success.”",Joyce Brothers,success
"“And will you succeed? Yes indeed, yes indeed! Ninety-eight and three-quarters percent guaranteed!”",Dr. Suess,success
“I've had great success being a total idiot. ”,Jerry Lewis,success
"“Failure is a bend in the road, not the end of the road. Learn from failure and keep moving forward.”",Roy T. Bennett,success
“Success is getting what you want..Happiness is wanting what you get.”,Dale Carnegie,success
"“My past has not defined me, destroyed me, deterred me, or defeated me; it has only strengthened me.”","Steve Maraboli,",success
"“Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.”","Steve Maraboli,",success
“Don't mistake activity with achievement.”,John Wooden,success
"“The good news is that the moment you decide that what you know is more important than what you have been taught to believe, you will have shifted gears in your quest for abundance. Success comes from within, not from without.”",Ralph Waldo Emerson,success
"“If I cannot do great things, I can do small things in a great way”",Martin Luther King Jr.,success
"“People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. When you change for the better, the people around you will be inspired to change also....but only after doing their best to make you stop. Live your truth and don't EVER stop.”","Steve Maraboli,",success
“Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.”,"Robert T. Kiyosaki,",success
“Successful people have no fear of failure. But unsuccessful people do. Successful people have the resilience to face up to failure—learn the lessons and adapt from it.”,Roy T. Bennett,success
"“Great Leaders Create More LeadersGood leaders have vision and inspire others to help them turn vision into reality. Great leaders create more leaders, not followers. Great leaders have vision, share vision, and inspire others to create their own.”","Roy T. Bennett,",success
