Quote,Author,Tag
"“We are all connected; To each other, biologically. To the earth, chemically. To the rest of the universe atomically.”",Neil DeGrasse Tyson,spirituality
"“It does not matter how long you are spending on the earth, how much money you have gathered or how much attention you have received. It is the amount of positive vibration you have radiated in life that matters,”","Amit Ray,",spirituality
“We are not human beings having a spiritual experience. We are spiritual beings having a human experience.”,Pierre Teilhard de Chardin,spirituality
“How hurtful it can be to deny one's true self and live a life of lies just to appease others.”,June Ahern,spirituality
"“What you are is God's gift to you, what you become is your gift to God.”","Hans Urs von Balthasar,",spirituality
"“Science is not only compatible with spirituality; it is a profound source of spirituality. When we recognize our place in an immensity of light‐years and in the passage of ages, when we grasp the intricacy, beauty, and subtlety of life, then that soaring feeling, that sense of elation and humility combined, is surely spiritual. So are our emotions in the presence of great art or music or literature, or acts of exemplary selfless courage such as those of Mohandas Gandhi or Martin Luther King, Jr. The notion that science and spirituality are somehow mutually exclusive does a disservice to both.”","Carl Sagan,",spirituality
"“It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.”","Fulton J. Sheen,",spirituality
"“One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.”",Steve Maraboli,spirituality
"“One thing: you have to walk, and create the way by your walking; you will not find a ready-made path. It is not so cheap, to reach to the ultimate realization of truth. You will have to create the path by walking yourself; the path is not ready-made, lying there and waiting for you. It is just like the sky: the birds fly, but they don't leave any footprints. You cannot follow them; there are no footprints left behind.”",Osho,spirituality
“The only time you fail is when you fall down and stay down.”,"Stephen Richards,",spirituality
"“Souls cross ages like clouds cross skies, an' tho' a cloud's shape nor hue nor size don't stay the same, it's still a cloud an' so is a soul. Who can say where the cloud's blowed from or who the soul'll be 'morrow? Only Sonmi the east an' the west an' the compass an' the atlas, yay, only the atlas o' clouds.”","David Mitchell,",spirituality
“My religion consists of a humble admiration of the illimitable superior spirit who reveals himself in the slight details we are able to perceive with our frail and feeble mind.”,Albert Einstein,spirituality
"“I'm not afraid of death because I don't believe in it.It's just getting out of one car, and into another.”",John Lennon,spirituality
"“The moment God is figured out with nice neat lines and definitions, we are no longer dealing with God.”","Rob Bell,",spirituality
“A quiet conscience makes one strong!”,"Anne Frank,",spirituality
"“I never liked jazz music because jazz music doesn't resolve. But I was outside the Bagdad Theater in Portland one night when I saw a man playing the saxophone. I stood there for fifteen minutes, and he never opened his eyes.After that I liked jazz music.Sometimes you have to watch somebody love something before you can love it yourself. It is as if they are showing you the way.I used to not like God because God didn't resolve. But that was before any of this happened.”","Donald Miller,",spirituality
"“A sacrifice to be real must cost, must hurt, and must empty ourselves. Give yourself fully to God. He will use you to accomplish great things on the condition that you believe much more in his love than in your weakness.”",Mother Teresa,spirituality
“I have lived with several Zen masters -- all of them cats.”,"Eckhart Tolle,",spirituality
“Your sacred space is where you can find yourself over and over again.”,Joseph Campbell,spirituality
“Rejection is an opportunity for your selection.”,Bernard Branson,spirituality
"“My heart is so smallit's almost invisible.How can You place such big sorrows in it?""Look,"" He answered,""your eyes are even smaller,yet they behold the world.”",Rumi,spirituality
"“The words ‘I Love You’ kill, and resurrect millions, in less than a second.”","Aberjhani,",spirituality
“Re-examine all you have been told. Dismiss what insults your soul.”,Walt whitman,spirituality
"“The most beautiful thing we can experience is the mysterious. It is the source of all true art and science. He to whom the emotion is a stranger, who can no longer pause to wonder and stand wrapped in awe, is as good as dead —his eyes are closed. The insight into the mystery of life, coupled though it be with fear, has also given rise to religion. To know what is impenetrable to us really exists, manifesting itself as the highest wisdom and the most radiant beauty, which our dull faculties can comprehend only in their most primitive forms—this knowledge, this feeling is at the center of true religiousness.”","Albert Einstein,",spirituality
"“I don't profess any religion; I don't think it’s possible that there is a God; I have the greatest difficulty in understanding what is meant by the words ‘spiritual’ or ‘spirituality.'[Interview, The New Yorker, Dec. 26, 2005]”",Philip Pullman,spirituality
"“Vulnerability is the birthplace of love, belonging, joy, courage, empathy, and creativity. It is the source of hope, empathy, accountability, and authenticity. If we want greater clarity in our purpose or deeper and more meaningful spiritual lives, vulnerability is the path.”","Brené Brown,",spirituality
"“When you connect to the silence within you, that is when you can make sense of the disturbance going on around you.”",Stephen Richards,spirituality
"“If you obsess over whether you are making the right decision, you are basically assuming that the universe will reward you for one thing and punish you for another.The universe has no fixed agenda. Once you make any decision, it works around that decision. There is no right or wrong, only a series of possibilities that shift with each thought, feeling, and action that you experience. If this sounds too mystical, refer again to the body. Every significant vital sign- body temperature, heart rate, oxygen consumption, hormone level, brain activity, and so on- alters the moment you decide to do anything… decisions are signals telling your body, mind, and environment to move in a certain direction.”","Deepak Chopra,",spirituality
“What has he found who has lost God?And what has he lost who has found God?”,Ibn 'Ata' Allah Al-Iskandari,spirituality
"“Once upon a time, I dreamt I was a butterfly, fluttering hither and thither, to all intents and purposes a butterfly. I was conscious only of my happiness as a butterfly, unaware that I was myself. Soon I awaked, and there I was, veritably myself again. Now I do not know whether I was then a man dreaming I was a butterfly, or whether I am now a butterfly, dreaming I am a man.”","Zhuangzi,",spirituality
"“Are you looking for me? I am in the next seat.My shoulder is against yours.you will not find me in the stupas, not in Indian shrine rooms, nor in synagogues, nor in cathedrals:not in masses, nor kirtans, not in legs winding around your own neck, nor in eating nothing but vegetables.When you really look for me, you will see me instantly —you will find me in the tiniest house of time.Kabir says: Student, tell me, what is God? He is the breath inside the breath.”",Kabir,spirituality
“We have a choice. We have two options as human beings. We have a choice between conversation and war. That's it. Conversation and violence. And faith is a conversation stopper.”,Sam Harris,spirituality
“Do not abandon yourselves to despair. We are the Easter people and hallelujah is our song.”,Pope John Paul II (Karol Wojtyła),spirituality
"“With me, illusions are bound to be shattered. I am here to shatter all illusions. Yes, it will irritate you, it will annoy you - that's my way of functioning and working. I will sabotage you from your very roots! Unless you are totally destroyed as a mind, there is no hope for you.”",Osho,spirituality
“Criticism of others is thus an oblique form of self-commendation. We think we make the picture hang straight on our wall by telling our neighbors that all his pictures are crooked.”,"Fulton J. Sheen,",spirituality
“A bridge of silver wings stretches from the dead ashes of an unforgiving nightmareto the jeweled vision of a life started anew.”,"Aberjhani,",spirituality
"“I am convinced that the jealous, the angry, the bitter and the egotistical are the first to race to the top of mountains. A confident person enjoys the journey, the people they meet along the way and sees life not as a competition. They reach the summit last because they know God isn’t at the top waiting for them. He is down below helping his followers to understand that the view is glorious where ever you stand.”",Shannon Alder,spirituality
"“The resting place of the mind is the heart. The only thing the mind hears all day is clanging bells and noise and argument, and all it wants is quietude. The only place the mind will ever find peace is inside the silence of the heart. That's where you need to go.”","Elizabeth Gilbert,",spirituality
“You were born a child of light’s wonderful secret— you return to the beauty you have always been.”,"Aberjhani,",spirituality
"“I once listened to an Indian on television say that God was in the wind and the water, and I wondered at how beautiful that was because it meant you could swim in Him or have Him brush your face in a breeze.”","Donald Miller,",spirituality
"“Love goes very far beyond the physical person of the beloved. It finds its deepest meaning in his spiritual being, his inner self. Whether or not he is actually present, whether or not he is still alive at all, ceases somehow to be of importance.”","Viktor E. Frankl,",spirituality
"“If you don't behave as you believe, you will end by believing as you behave.”",Fulton J. Sheen,spirituality
"“Crying is one of the highest devotional songs. One who knows crying, knows spiritual practice. If you can cry with a pure heart, nothing else compares to such a prayer. Crying includes all the principles of Yoga.”",Kripalvanandji,spirituality
“Happiness comes from within. It is not dependent on external things or on other people. You become vulnerable and can be easily hurt when your feelings of security and happiness depend on the behavior and actions of other people. Never give your power to anyone else.”,Brian Weiss,spirituality
“Religion is for people who're afraid of going to hell. Spirituality is for those who've already been there.”,Vine Deloria Jr.,spirituality
"“Folks, it's time to evolve. That's why we're troubled. You know why our institutions are failing us, the church, the state, everything's failing? It's because, um – they're no longer relevant. We're supposed to keep evolving. Evolution did not end with us growing opposable thumbs. You do know that, right?”",Bill Hicks,spirituality
“Self-talk reflects your innermost feelings.”,Dr. Asa Don Brown,spirituality
“The power of human thought grows exponentially with the number of minds that share that thought.”,"Dan Brown,",spirituality
"“You are one thing only. You are a Divine Being. An all-powerful Creator. You are a Deity in jeans and a t-shirt, and within you dwells the infinite wisdom of the ages and the sacred creative force of All that is, will be and ever was.”","Anthon St. Maarten,",spirituality
“The reality of loving God is loving him like he's a Superhero who actually saved you from stuff rather than a Santa Claus who merely gave you some stuff.”,"Criss Jami,",spirituality
"“If a man is to live, he must be all alive, body, soul, mind, heart, spirit.”","Thomas Merton,",spirituality
“Each star is a mirror reflecting the truth inside you.”,"Aberjhani,",spirituality
“I distrust those people who know so well what God wants them to do because I notice it always coincides with their own desires.”,Susan B. Anthony,spirituality
“You are never alone. You are eternally connected with everyone.”,"Amit Ray,",spirituality
"“Believe in your infinite potential. Your only limitations are those you set upon yourself. Believe in yourself, your abilities and your own potential. Never let self-doubt hold you captive. You are worthy of all that you dream of and hope for.”","Roy T. Bennett,",spirituality
"“Reflection is the lamp of the heart. If it departs, the heart will have no light.”",Imam Al-Haddad,spirituality
"“The first peace, which is the most important, is that which comes within the souls of people when they realize their relationship, their oneness with the universe and all its powers, and when they realize at the center of the universe dwells the Great Spirit, and that its center is really everywhere, it is within each of us.”",Black Elk,spirituality
"“Spirituality is recognizing and celebrating that we are all inextricably connected to each other by a power greater than all of us, and that our connection to that power and to one another is grounded in love and compassion. Practicing spirituality brings a sense of perspective, meaning and purpose to our lives.”","Brené Brown,",spirituality
"“Om is not just a sound or vibration. It is not just a symbol. It is the entire cosmos, whatever we can see, touch, hear and feel. Moreover, it is all that is within our perception and all that is beyond our perception. It is the core of our very existence. If you think of Om only as a sound, a technique or a symbol of the Divine, you will miss it altogether. Om is the mysterious cosmic energy that is the substratum of all the things and all the beings of the entire universe. It is an eternal song of the Divine. It is continuously resounding in silence on the background of everything that exists.”","Amit Ray,",spirituality
"“These things will destroy the human race: politics without principle, progress without compassion, wealth without work, learning without silence, religion without fearlessness, and worship without awareness.”",Anthony de Mello,spirituality
“Reality is a projection of your thoughts or the things you habitually think about.”,Stephen Richards,spirituality
"“Help"" is a prayer that is always answered. It doesn't matter how you pray--with your head bowed in silence, or crying out in grief, or dancing. Churches are good for prayer, but so are garages and cars and mountains and showers and dance floors. Years ago I wrote an essay that began, ""Some people think that God is in the details, but I have come to believe that God is in the bathroom.”","Anne Lamott,",spirituality
“An awake heart is like a sky that pours light.”,Hafiz,spirituality
“Our way of thinking creates good or bad outcomes.”,Stephen Richards,spirituality
“The spiritual life does not remove us from the world but leads us deeper into it”,Nouwen Henri J. M.,spirituality
"“Try to find pleasure in the speed that you're not used to. Changing the way you do routine things allows a new person to grow inside of you. But when all is said and done, you're the one who must decide how you handle it.”",Paulo Coelho,spirituality
"“When a woman rises up in glory, her energy is magnetic and her sense of possibility contagious.”","Marianne Williamson,",spirituality
"“When everything gets answered, it's fake.”",Sean Penn,spirituality
"“Letting there be room for not knowing is the most important thing of all. When there's a big disappointment, we don't know if that's the end of the story. It may just be the beginning of a great adventure. Life is like that. We don't know anything. We call something bad; we call it good. But really we just don't know.”","Pema Chödrön,",spirituality
“The spiritualization of sensuality is called love: it is a great triumph over Christianity.”,Friedrich Nietzsche,spirituality
"“It is taboo in our society to criticize a persons religious faith... these taboos are offensive, deeply unreasonable, but worse than that, they are getting people killed. This is really my concern. My concern is that our religions, the diversity of our religious doctrines, is going to get us killed. I'm worried that our religious discourse- our religious beliefs are ultimately incompatible with civilization.”",Sam Harris,spirituality
“Beautify your inner dialogue. Beautify your inner world with love light and compassion. Life will be beautiful.”,"Amit Ray,",spirituality
