Quote,Author,Tag
"“When someone tells me ""no,"" it doesn't mean I can't do it, it simply means I can't do it with them.”",Karen E. Quinones Miller,inspiration
"“let me live, love, and say it well in good sentences”","Sylvia Plath,",writing
"“People love a happy ending. So every episode, I will explain once again that I don't like people. And then Mal will shoot someone. Someone we like. And their puppy.”",Joss Whedon,writing
"“A strong man cannot help a weaker unless the weaker is willing to be helped, and even then the weak man must become strong of himself; he must, by his own efforts, develop the strength which he admires in another. None but himself can alter his condition.”","James Allen,",quotes
“Each of us is a unique strand in the intricate web of life and here to make a contribution.”,Deepak Chopra,quotes
"“Hold fast to dreams,For if dreams dieLife is a broken-winged bird,That cannot fly.”",Langston Hughes,inspiration
"“You can search throughout the entire universe for someone who is more deserving of your love and affection than you are yourself, and that person is not to be found anywhere. You, yourself, as much as anybody in the entire universe, deserve your love and affection.”",Sharon Salzberg,inspiration
“A sky full of starsand he was staring at her. —ATTICUS”,"Atticus Poetry,",quotes
"“You need to learn how to select your thoughts just the same way you select your clothes every day. This is a power you can cultivate. If you want to control things in your life so bad, work on the mind. That's the only thing you should be trying to control.”","Elizabeth Gilbert,",inspiration
"“What an astonishing thing a book is. It's a flat object made from a tree with flexible parts on which are imprinted lots of funny dark squiggles. But one glance at it and you're inside the mind of another person, maybe somebody dead for thousands of years. Across the millennia, an author is speaking clearly and silently inside your head, directly to you. Writing is perhaps the greatest of human inventions, binding together people who never knew each other, citizens of distant epochs. Books break the shackles of time. A book is proof that humans are capable of working magic.""[Cosmos, Part 11: The Persistence of Memory (1980)]”","Carl Sagan,",writing
"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",Roy T. Bennett,inspiration
“You never have to change anything you got up in the middle of the night to write.”,Saul Bellow,writing
"“Do what is right, not what is easy nor what is popular.”","Roy T. Bennett,",inspiration
"“If you're reading this...Congratulations, you're alive.If that's not something to smile about,then I don't know what is.”","Chad Sugg,",inspiration
“You can't wait for inspiration. You have to go after it with a club.”,Jack London,inspiration
"“You yourself, as much as anybody in the entire universe, deserve your love and affection”",Sharon Salzberg,inspiration
“The only thing standing between you and your goal is the bullshit story you keep telling yourself as to why you can't achieve it.”,Jordan Belfort,inspiration
“Appreciate the moment of a first kiss; it may be the last time you own your heart.”,robert m drake,quotes
"“Life is too short to waste your time on people who don’t respect, appreciate, and value you.”","Roy T. Bennett,",inspiration
“Maybe I hope too much. Maybe I dream too much or maybe I love too much to just give up on you.”,robert m drake,quotes
"“The role of a writer is not to say what we can all say, but what we are unable to say.”",Anais Nin,writing
“The woman is the most perfect doll that i have dressed with delight and admiration.”,Karl Lagerfeld,quotes
"“She was broken from moment to moment, watching her world collide she felt lost inside herself. She fell apart for a passion that flamed beneath her. She waited and died a hundred times, it dripped from her pores. The moment she let go, she soared over the stillness like the star she was born to be.”",robert m drake,quotes
“Don't tell me the moon is shining; show me the glint of light on broken glass.”,Anton Chekhov,writing
“There are books of which the backs and covers are by far the best parts.”,"Charles Dickens,",writing
“I miss that feeling of connection.Knowing he was out there somewhere thinking about me at the same time I was thinking about him.”,Ranata Suzuki,quotes
“Be the reason someone smiles. Be the reason someone feels loved and believes in the goodness in people.”,"Roy T. Bennett,",inspiration
"“There are three rules for writing a novel. Unfortunately, no one knows what they are.”",W. Somerset Maugham,writing
“We swallowed the chaos because we knew we didn't want to be ordinary.”,robert m drake,quotes
“There is no real ending. It’s just the place where you stop the story.”,Frank Herbert,writing
"“Be grateful for what you already have while you pursue your goals. If you aren’t grateful for what you already have, what makes you think you would be happy with more.”","Roy T. Bennett,",inspiration
“A tamed woman will never leave her mark in the world.”,robert m drake,quotes
"“Accept yourself, love yourself, and keep moving forward. If you want to fly, you have to give up what weighs you down.”","Roy T. Bennett,",inspiration
"“This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.”",Neil Gaiman,writing
"“It was only a sunny smile, and little it cost in the giving, but like morning light it scattered the night and made the day worth living.”",F. Scott Fitzgerald,inspiration
"“I want everyone to wear what they want and mix it in their own way. That, to me, is what is modern.”",Karl Lagerfeld,quotes
"“Believe in Your HeartBelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles.”","Roy T. Bennett,",inspiration
“I hate quotations. Tell me what you know.”,"Ralph Waldo Emerson,",quotes
“Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.”,"Roy T. Bennett,",inspiration
"“For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.”",Neil deGrasse Tyson,inspiration
“Life becomes easier and more beautiful when we can see the good in other people.”,Roy T. Bennett,inspiration
"“If you want to be a writer, you must do two things above all others: read a lot and write a lot.”",Stephen King,writing
“Love only grows by sharing. You can only have more for yourself by giving it away to others.”,Brian Tracy,quotes
“It is a good thing for an uneducated man to read books of quotations.”,Winston S. Churchill,quotes
"“Mathematics expresses values that reflect the cosmos, including orderliness, balance, harmony, logic, and abstract beauty.”",Deepak Chopra,quotes
“Write what you know. That should leave you with a lot of free time.”,Howard Nemerov,writing
"“Start writing, no matter what. The water does not flow until the faucet is turned on.”",Louis L'Amour,writing
"“And still, after all this time,The sun never says to the earth,""You owe Me.""Look what happens withA love like that,It lights the Whole Sky.”",Hafiz,inspiration
"“We are what we pretend to be, so we must be careful about what we pretend to be.”","Kurt Vonnegut,",inspiration
"“What you do makes a difference, and you have to decide what kind of difference you want to make.”",Jane Goodall,inspiration
“Fashion is a language that creates itself in clothes to interpret reality.”,Karl Lagerfeld,quotes
“I dream my painting and I paint my dream.”,Vincent Willem van Gogh,inspiration
“Learn to light a candle in the darkest moments of someone’s life. Be the light that helps others see; it is what gives life its deepest significance.”,"Roy T. Bennett,",inspiration
"“And perhaps it is the greater grief, after all, to be left on earth when another is gone.”","Madeline Miller,",quotes
"“Your memory feels like home to me.So whenever my mind wanders, it always finds it’s way back to you.”",Ranata Suzuki,quotes
"“I’m very much down to earth, just not this earth.”",Karl Lagerfeld,quotes
"“Make improvements, not excuses. Seek respect, not attention.”","Roy T. Bennett,",inspiration
"“There is another alphabet, whispering from every leaf, singing from every river, shimmering from every sky.”",Dejan Stojanovic,quotes
"“You can get a thousand no's from people, and only one ""yes"" from God.”",Tyler Perry,quotes
“A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.”,Caroline Gordon,writing
“I think it’s beautifulthe way you sparkle when you talk about the things you love.”,"Atticus Poetry,",quotes
“Watch carefully the magic that occurswhen you give a person enough comfort to just be themselves.”,"Atticus Poetry,",quotes
"“Though these words will never find you, I hope that you knew I was thinking of you today….. and that I was wishing you every happiness.Love Always,The girl you loved once.”",Ranata Suzuki,quotes
“So what? All writers are lunatics!”,"Cornelia Funke,",writing
“You must stay drunk on writing so reality cannot destroy you.”,"Ray Bradbury,",writing
"“See the world as it is, not as you wish it would be”","E. Lockhart,",quotes
"“Quotation, n: The act of repeating erroneously the words of another.”","Ambrose Bierce,",quotes
"“One day I will find the right words, and they will be simple.”","Jack Kerouac,",writing
“The road to hell is paved with adverbs.”,"Stephen King,",writing
“We have to continually be jumping off cliffs and developing our wings on the way down.”,"Kurt Vonnegut,",writing
“Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.”,Neil Gaiman,writing
“Write what should not be forgotten.”,Isabel Allende,writing
“Don’t let mental blocks control you. Set yourself free. Confront your fear and turn the mental blocks into building blocks.”,"Dr Roopleen,",quotes
"“You cannot control the behavior of others, but you can always choose how you respond to it.”","Roy T. Bennett,",inspiration
"“Make up a story... For our sake and yours forget your name in the street; tell us what the world has been to you in the dark places and in the light. Don't tell us what to believe, what to fear. Show us belief's wide skirt and the stitch that unravels fear's caul.”","Toni Morrison,",writing
“The purpose of a writer is to keep civilization from destroying itself.”,Albert Camus,writing
"“Suddenly, everything was beautiful. The way she viewed the world was nothing more but a reflection of herself.”",robert m drake,quotes
"“I think perhaps I will always hold a candle for you – even until it burns my hand.And when the light has long since gone …. I will be there in the darkness holding what remains, quite simply because I cannot let go.”",Ranata Suzuki,quotes
"“If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present.”","Roy T. Bennett,",inspiration
"“When you experience loss, people say you’ll move through the 5 stages of grief….Denial, Anger, Bargaining, Depression, Acceptance….. What they don’t tell you is that you’ll cycle through them all every day.”",Ranata Suzuki,quotes
"“Words do not express thoughts very well. They always become a little different immediately after they are expressed, a little distorted, a little foolish.”",Hermann Hesse,writing
"“A short story is a love affair, a novel is a marriage. A short story is a photograph; a novel is a film.”",Lorrie Moore,writing
“I write to give myself strength. I write to be the characters that I am not. I write to explore all the things I'm afraid of. ”,Joss Whedon,writing
“Love is the absence of judgment.”,Dalai Lama XIV,inspiration
"“I visited many places, Some of them quite Exotic and far away, But I always returned to myself.”",Dejan Stojanovic,quotes
“Attitude is a choice. Happiness is a choice. Optimism is a choice. Kindness is a choice. Giving is a choice. Respect is a choice. Whatever choice you make makes you. Choose wisely.”,"Roy T. Bennett,",inspiration
“To shine your brightest light is to be who you truly are.”,Roy T. Bennett,inspiration
"“And by the way, everything in life is writable about if you have the outgoing guts to do it, and the imagination to improvise. The worst enemy to creativity is self-doubt.”","Sylvia Plath,",writing
“Tears are words that need to be written.”,Paulo Coelho,writing
"“Lock up your libraries if you like; but there is no gate, no lock, no bolt that you can set upon the freedom of my mind.”","Virginia Woolf,",writing
"“…the sad part is, that I will probably end up loving you without you for much longer than I loved you when I knew you.Some people might find that strange.But the truth of it is that the amount of love you feel for someone and the impact they have on you as a person, is in no way relative to the amount of time you have known them.”",Ranata Suzuki,quotes
"“Take responsibility of your own happiness, never put it in other people’s hands.”","Roy T. Bennett,",inspiration
“She had just enough madness to make her interesting”,"Atticus Poetry,",quotes
"“The past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.”","Roy T. Bennett,",inspiration
“Be mindful. Be grateful. Be positive. Be true. Be kind.”,"Roy T. Bennett,",inspiration
"“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”","Roy T. Bennett,",inspiration
"“Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.”",Neil Gaiman,writing
“You don’t need scores of suitors. You need only one… if he’s the right one.”,"Louisa May Alcott,",quotes
“Romance is the glamour which turns the dust of everyday life into a golden haze. ”,Elinor Glyn,inspiration
“You never have to change anything you got up in the middle of the night to write.”,Saul Bellow,inspiration
"“More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.”","Roy T. Bennett,",inspiration
"“No amount of regretting can change the past, and no amount of worrying can change the future.”","Roy T. Bennett,",inspiration
“A word after a word after a word is power.”,Margaret Atwood,writing
“It's hard to beat a person who never gives up.”,George Herman Ruth,inspiration
"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”","J.D. Salinger,",writing
“That's what fiction is for. It's for getting at the truth when the truth isn't sufficient for the truth.”,Tim O'Brien,writing
“I love deadlines. I love the whooshing noise they make as they go by.”,"Douglas Adams,",writing
"“Ignore those that make you fearful and sad, that degrade you back towards disease and death.”",Rumi Jalalud-Din,inspiration
“Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.”,"Roy T. Bennett,",inspiration
"“If I lived a million lives, I would've felt a million feelings and I still would've fallen a million times for you.”",robert m drake,quotes
"“Tomorrow will be better.”“But what if it’s not?” I asked.“Then you say it again tomorrow. Because it might be. You never know, right? At some point, tomorrow will be better.”","Morgan Matson,",inspiration
"“People who do a job that claims to be creative have to be alone to recharge their batteries. You can’t live 24 hours a day in the spotlight and remain creative. For people like me, solitude is a victory.”",Karl Lagerfeld,quotes
“There is something delicious about writing the first words of a story. You never quite know where they'll take you.”,Beatrix Potter,writing
"“In quoting others, we cite ourselves.”","Julio Cortázar,",quotes
“Do not fear failure but rather fear not trying.”,"Roy T. Bennett,",inspiration
“What's meant to be will always find a way”,Trisha Yearwood,inspiration
"“I worry there is something broken in our generation,there are too many sad eyes on happy faces.”","Atticus Poetry,",quotes
“Keep GoingYour hardest times often lead to the greatest moments of your life. Keep going. Tough situations build strong people in the end.”,"Roy T. Bennett,",inspiration
"“Sometimes you wake up. Sometimes the fall kills you. And sometimes, when you fall, you fly.”","Neil Gaiman,",inspiration
“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,Roy T. Bennett,inspiration
“It was her chaos that made her beautiful. ”,"Atticus Poetry,",quotes
"“Ideas are like rabbits. You get a couple and learn how to handle them, and pretty soon you have a dozen.”",John Steinbeck,writing
"“If you don't have time to read, you don't have the time (or the tools) to write. Simple as that.”",Stephen King,writing
"“Women want love to be a novel. Men, a short story.”",Daphne du Maurier,writing
“You can't wait for inspiration. You have to go after it with a club.”,Jack London,writing
“A little talent is a good thing to have if you want to be a writer. But the only real requirement is the ability to remember every scar.”,Stephen King,writing
"“Understanding is the first step to acceptance, and only with acceptance can there be recovery.”","J.K. Rowling,",inspiration
"“Follow your heart, listen to your inner voice, stop caring about what others think.”","Roy T. Bennett,",inspiration
“The sky is not my limit...I am.”,"T.F. Hodge,",quotes
"“I haven't any right to criticize books, and I don't do it except when I hate them. I often want to criticize Jane Austen, but her books madden me so that I can't conceal my frenzy from the reader; and therefore I have to stop every time I begin. Every time I read Pride and Prejudice I want to dig her up and beat her over the skull with her own shin-bone.”",Mark Twain,writing
"“[A] quotation is a handy thing to have about, saving one the trouble of thinking for oneself, always a laborious business.""(The Record Lie)”","A.A. Milne,",quotes
“I had someone once who made every day mean something.And now…. I am lost….And nothing means anything anymore.”,Ranata Suzuki,quotes
"“Always be a poet, even in prose.”",Charles Baudelaire,writing
“She conquered her demons and wore her scars like wings. ”,"Atticus Poetry,",quotes
"“Head up, heart open. To better days!”","T.F. Hodge,",quotes
“A writer is someone for whom writing is more difficult than it is for other people.”,"Thomas Mann,",writing
"“She was broken, I think it’s because she loved too much and she was always blind to the fact that love too is sometimes broken.”",robert m drake,quotes
“To be human is to be broken and broken is its own kind of beautiful.”,robert m drake,quotes
"“To conquer frustration, one must remain intensely focused on the outcome, not the obstacles.”","T.F. Hodge,",quotes
“Fantasy is hardly an escape from reality. It's a way of understanding it.”,Lloyd Alexander,writing
“She was afraid of heightsbut she was much more afraid of never flying.”,"Atticus Poetry,",quotes
“Quiet people have the loudest minds.”,Stephen King,quotes
“Sometimes you have to lose all you have to find out who you truly are.”,"Roy T. Bennett,",inspiration
“To give pleasure to a single heart by a single act is better than a thousand heads bowing in prayer.”,Mahatma Gandhi,inspiration
"“The most important things are the hardest to say. They are the things you get ashamed of, because words diminish them -- words shrink things that seemed limitless when they were in your head to no more than living size when they're brought out. But it's more than that, isn't it? The most important things lie too close to wherever your secret heart is buried, like landmarks to a treasure your enemies would love to steal away. And you may make revelations that cost you dearly only to have people look at you in a funny way, not understanding what you've said at all, or why you thought it was so important that you almost cried while you were saying it. That's the worst, I think. When the secret stays locked within not for want of a teller but for want of an understanding ear.”",Stephen King,writing
"“If there's a book that you want to read, but it hasn't been written yet, then you must write it.”",Toni Morrison,writing
“Never lose hope. Storms make people stronger and never last forever.”,"Roy T. Bennett,",inspiration
"“To err is human, to purr is feline.”","Robert Byrne,",quotes
“All you have to do is write one true sentence. Write the truest sentence that you know.”,Ernest Hemingway,writing
"“If you do not breathe through writing, if you do not cry out in writing, or sing in writing, then don't write, because our culture has no use for it.”",Anais Nin,writing
“History will be kind to me for I intend to write it.”,Winston S. Churchill,writing
“You can make anything by writing.”,C.S. Lewis,writing
"“If you want to write, if you want to create, you must be the most sublime fool that God ever turned out and sent rambling. You must write every single day of your life. You must read dreadful dumb books and glorious books, and let them wrestle in beautiful fights inside your head, vulgar one moment, brilliant the next. You must lurk in libraries and climb the stacks like ladders to sniff books like perfumes and wear books like hats upon your crazy heads. I wish you a wrestling match with your Creative Muse that will last a lifetime. I wish craziness and foolishness and madness upon you. May you live with hysteria, and out of it make fine stories — science fiction or otherwise. Which finally means, may you be in love every day for the next 20,000 days. And out of that love, remake a world.”",Ray Bradbury,writing
"“Use the wings of the flying Universe, Dream with open eyes; See in darkness.”",Dejan Stojanovic,quotes
"“It's not the load that breaks you down, it's the way you carry it.”",Lou Holtz,inspiration
"“After nourishment, shelter and companionship, stories are the thing we need most in the world.”",Philip Pullman,writing
"“Courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.”",Maya Angelou,inspiration
“The truth is I didn’t need therapy; I just needed to feel loved and know that someone out there craved my attention.”,robert m drake,quotes
"“I'm your friend, and friends don't let friends die.”","C.B. Cook,",quotes
"“Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don’t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved.”","Roy T. Bennett,",inspiration
“Top 15 Things Money Can’t BuyTime. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.”,"Roy T. Bennett,",inspiration
"“The meek may inherit the earth, but at the moment it belongs to the conceited. Like me.”","Cassandra Clare,",quotes
"“you can, you should, and if you’re brave enough to start, you will.”","Stephen King,",writing
“The soul is healed by being with children.”,Fyodor Dostoevsky,inspiration
“The unexamined life is not worth living.”,Socrates,inspiration
"“If you cannot hold me in your arms, then hold my memory in high regard.And if I cannot be in your life, then at least let me live in your heart.”",Ranata Suzuki,quotes
"“If my doctor told me I had only six minutes to live, I wouldn't brood. I'd type a little faster.”",Isaac Asimov,writing
"“You have power over your mind - not outside events. Realize this, and you will find strength.”","Marcus Aurelius,",inspiration
"“I write differently from what I speak, I speak differently from what I think, I think differently from the way I ought to think, and so it all proceeds into deepest darkness.”",Franz Kafka,writing
“We are made of all those who have built and broken us.”,"Atticus Poetry,",quotes
"“Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”","Roy T. Bennett,",inspiration
"“Acts of Kindness:A random act of kindness, no matter how small, can make a tremendous impact on someone else's life.”","Roy T. Bennett,",inspiration
“Do you want to know who you are? Don't ask. Act! Action will delineate and define you.”,Thomas Jefferson,inspiration
“Sometimes to self-discover you must self-destruct.”,robert m drake,quotes
“Writing is a socially acceptable form of schizophrenia.”,E.L. Doctorow,writing
"“Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.”","Roy T. Bennett,",inspiration
"“It is beautiful, it is endless, it is full and yet seems empty. It hurts us.”","Jackson Pearce,",quotes
"“It’s funny, for all it took was a broken heart and that alone was enough, enough for her to do everything she ever dreamed of.”",robert m drake,quotes
"“We live and breathe words. .... It was books that made me feel that perhaps I was not completely alone. They could be honest with me, and I with them. Reading your words, what you wrote, how you were lonely sometimes and afraid, but always brave; the way you saw the world, its colors and textures and sounds, I felt--I felt the way you thought, hoped, felt, dreamt. I felt I was dreaming and thinking and feeling with you. I dreamed what you dreamed, wanted what you wanted--and then I realized that truly I just wanted you.”","Cassandra Clare,",writing
"“We delight in the beauty of the butterfly, but rarely admit the changes it has gone through to achieve that beauty.”",Maya Angelou,inspiration
“If you’re searching for a quote that puts your feelings into words – you won’t find it.You can learn every language and read every word ever written – but you’ll never find what’s in your heart.How can you?He has it.”,Ranata Suzuki,quotes
"“Success is not how high you have climbed, but how you make a positive difference to the world.”","Roy T. Bennett,",inspiration
“I was never really insane except upon occasions when my heart was touched.”,Edgar Allan Poe,inspiration
"“If you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. I'm not kidding. The arts are not a way to make a living. They are a very human way of making life more bearable. Practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. Sing in the shower. Dance to the radio. Tell stories. Write a poem to a friend, even a lousy poem. Do it as well as you possible can. You will get an enormous reward. You will have created something.”","Kurt Vonnegut,",writing
"“She was a beautiful dreamer. The kind of girl, who kept her head in the clouds, loved above the stars and left regret beneath the earth she walked on.”",robert m drake,quotes
"“Respect other people's feelings. It might mean nothing to you, but it could mean everything to them.”",Roy T. Bennett,inspiration
"“Instead of worrying about what you cannot control, shift your energy to what you can create.”","Roy T. Bennett,",inspiration
“Be thankful for everything that happens in your life; it’s all an experience.”,Roy T. Bennett,inspiration
“A short story is a different thing altogether – a short story is like a quick kiss in the dark from a stranger.”,"Stephen King,",writing
“Be brave to stand for what you believe in even if you stand alone.”,"Roy T. Bennett,",inspiration
“There is an ocean of silence between us… and I am drowning in it.”,Ranata Suzuki,quotes
“Here is a lesson in creative writing. First rule: Do not use semicolons. They are transvestite hermaphrodites representing absolutely nothing. All they do is show you've been to college.”,"Kurt Vonnegut,",writing
"“I was a late bloomer. But anyone who blooms at all, ever, is very lucky. ”",Sharon Olds,writing
"“Pursue what catches your heart, not what catches your eyes.”","Roy T. Bennett,",inspiration
"“Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.”",Roy T. Bennett,inspiration
“Pain is temporary. Quitting lasts forever.”,"Lance Armstrong Sally Jenkins,",inspiration
“There is nothing prettier in thewhole wide world than a girlin lovewith every breath she takes.”,"Atticus Poetry,",quotes
"“Two seconds later, the sound of an alarm filled my ears. ''What did you do?'' I said over the noise as he backed up towards the bathroom door. ''The girl who gave you the note?''''Yes...''''I caught her staring at my lighter.''I blinked. ''You gave a child, in a psych ward , a lighter?''His eyes crinkled at the corners. ''She seemed trustworthy.''''You're sick,'' I said, but smiled.''Hey, nobody's perfect. '' Noah smiled back.”","Michelle Hodkin,",quotes
“It is beautiful to express love and even more beautiful to feel it.”,Dejan Stojanovic,quotes
“How vain it is to sit down to write when you have not stood up to live.”,Henry David Thoreau,writing
“The difference between the almost right word and the right word is really a large matter. ’tis the difference between the lightning bug and the lightning.”,"Mark Twain,",writing
"“No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader.”",Robert Frost,writing
"“Did you know that 'I told you so' has a brother,Jacob?"" she asked cutting me off. ""His name is 'Shut the hell up'.”","Stephenie Meyer,",quotes
"“Wherever I go, I meet myself.”","Dejan Stojanovic,",quotes
“Society will always be too fragile to accept us for all that makes us beautiful.”,robert m drake,quotes
“The first draft of anything is shit.”,Ernest Hemingway,writing
“I'm restless. Things are calling me away. My hair is being pulled by the stars again.”,Anaïs Nin,quotes
"“The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.”",Kalu Ndukwe Kalu,inspiration
“Do one thing every day that scares you.”,Eleanor Roosevelt,inspiration
“The flower that blooms in adversity is the rarest and most beautiful of all.”,"Walt Disney Company,",inspiration
"“And now here is my secret, a very simple secret: It is only with the heart that one can see rightly; what is essential is invisible to the eye.”","Antoine de Saint-Exupéry,",inspiration
“There is no greater agony than bearing an untold story inside you.”,"Maya Angelou,",writing
"“Death is the easy part, the hard part is living and knowing you could be so much more then you’re willing to be.”",robert m drake,quotes
"“Description begins in the writer’s imagination, but should finish in the reader’s.”","Stephen King,",writing
